         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
       57    0.000    0.000    0.000    0.000 misc.py:138(key)
       33    0.000    0.000    0.000    0.000 callconv.py:865(_get_return_argument)
        5    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
       15    0.000    0.000    0.000    0.000 ir.py:1042(__init__)
       33    0.000    0.000    0.000    0.000 byteflow.py:1858(find_initial_try_block)
       60    0.000    0.000    0.000    0.000 interpreter.py:1782(code_locals)
       30    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
        1    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
       74    0.000    0.000    0.000    0.000 inspect.py:2726(default)
        2    0.000    0.000    0.000    0.000 byteflow.py:1184(op_STORE_SUBSCR)
       42    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
       13    0.000    0.000    0.000    0.000 codegen.py:1151(target_data)
       15    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        4    0.000    0.000    0.000    0.000 cpu_options.py:25(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:39(Cmath_log)
       22    0.000    0.000    0.000    0.000 types.py:559(gep)
        2    0.000    0.000    0.000    0.000 typeinfer.py:758(__init__)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:24(<listcomp>)
        7    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
        8    0.000    0.000    0.000    0.000 __init__.py:478(<genexpr>)
       25    0.000    0.000    0.000    0.000 types.py:597(packed)
       19    0.000    0.000    0.000    0.000 ir.py:1020(__init__)
        7    0.000    0.000    0.000    0.000 transforms.py:733(_eliminate_nested_withs)
        6    0.000    0.000    0.000    0.000 byteflow.py:1403(<listcomp>)
       10    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       52    0.000    0.000    0.000    0.000 instructions.py:322(cond)
       66    0.000    0.000    0.000    0.000 byteflow.py:1823(outgoing_edges)
        7    0.000    0.000    0.000    0.000 callconv.py:108(init_call_helper)
        1    0.000    0.000    0.000    0.000 __init__.py:897(find_distributions)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1568(<genexpr>)
        7    0.000    0.000    0.000    0.000 cpu_options.py:58(encode)
        7    0.000    0.000    0.000    0.000 byteflow.py:316(__init__)
        7    0.000    0.000    0.000    0.000 inline_closurecall.py:81(__init__)
       17    0.000    0.000    0.000    0.000 dispatcher.py:178(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:422(spec_from_loader)
       11    0.000    0.000    0.000    0.000 byteflow.py:1806(__eq__)
        4    0.000    0.000    0.000    0.000 ssa.py:468(_stmt_index)
       21    0.000    0.000    0.000    0.000 inline_closurecall.py:807(debug_print)
        7    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       12    0.000    0.000    0.000    0.000 ir.py:902(__init__)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       34    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
       52    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        7    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
       47    0.000    0.000    0.000    0.000 byteflow.py:1988(get_varname_by_arg)
       34    0.000    0.000    0.000    0.000 event.py:262(__init__)
        1    0.000    0.000    0.000    0.000 setobj.py:372(SetInstance)
       14    0.000    0.000    0.000    0.000 _collections.py:23(freeze)
       27    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        7    0.000    0.000    0.000    0.000 _parser.py:256(match)
       69    0.000    0.000    0.000    0.000 module.py:229(__iter__)
        1    0.000    0.000    0.000    0.000 listobj.py:42(_ListPayloadMixin)
        7    0.000    0.000    0.000    0.000 types.py:239(<listcomp>)
       10    0.000    0.000    0.000    0.000 cloudpickle.py:209(_whichmodule)
       17    0.000    0.000    0.000    0.000 dispatcher.py:182(__exit__)
        8    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       19    0.000    0.000    0.000    0.000 ir.py:885(__init__)
        7    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4428(numpy_empty_nd)
       38    0.000    0.000    0.000    0.000 abstract.py:440(literal_value)
        2    0.000    0.000    0.000    0.000 ir.py:521(static_getitem)
       28    0.000    0.000    0.000    0.000 functions.py:496(_get_object)
       57    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
       21    0.000    0.000    0.000    0.000 compiler_machinery.py:102(get_analysis)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:55(Math_converter)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
       52    0.000    0.000    0.000    0.000 ir.py:1698(__repr__)
       67    0.000    0.000    0.000    0.000 old_models.py:119(inner_models)
       13    0.000    0.000    0.000    0.000 callconv.py:822(<listcomp>)
       18    0.000    0.000    0.000    0.000 typing.py:916(__eq__)
        7    0.000    0.000    0.000    0.000 extending.py:172(overload_attribute)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:45(Math_atan2)
        2    0.000    0.000    0.000    0.000 old_scalars.py:100(__init__)
       60    0.000    0.000    0.000    0.000 targetconfig.py:34(type)
       14    0.000    0.000    0.000    0.000 old_models.py:53(get_return_type)
        2    0.000    0.000    0.000    0.000 old_models.py:1244(handle_bound_function)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:337(<listcomp>)
        6    0.000    0.000    0.000    0.000 enum.py:360(__init__)
        1    0.000    0.000    0.000    0.000 byteflow.py:1395(<listcomp>)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        4    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        9    0.000    0.000    0.000    0.000 arrayobj.py:513(<genexpr>)
        8    0.000    0.000    0.000    0.000 ir.py:867(__init__)
        7    0.000    0.000    0.000    0.000 templates.py:1243(__init__)
       21    0.000    0.000    0.000    0.000 analysis.py:379(Unknown)
        8    0.000    0.000    0.000    0.000 interpreter.py:1753(get_global_value)
       42    0.000    0.000    0.000    0.000 dispatcher.py:175(__init__)
       45    0.000    0.000    0.000    0.000 byteflow.py:1993(terminate)
       54    0.000    0.000    0.000    0.000 byteflow.py:2207(blocks)
        5    0.000    0.000    0.000    0.000 dispatcher.py:708(_callback_add_compiler_timer)
        6    0.000    0.000    0.000    0.000 __init__.py:597(<genexpr>)
        7    0.000    0.000    0.000    0.000 typed_passes.py:517(lowering_class)
       54    0.000    0.000    0.000    0.000 types.py:210(_to_string)
        7    0.000    0.000    0.000    0.000 errors.py:483(__init__)
       16    0.000    0.000    0.000    0.000 registry.py:5(register)
        3    0.000    0.000    0.000    0.000 imputils.py:79(decorate)
        6    0.000    0.000    0.000    0.000 imputils.py:60(lower_getattr_generic)
        3    0.000    0.000    0.000    0.000 arraydecl.py:550(generic_resolve)
        1    0.000    0.000    0.000    0.000 {built-in method _pickle.loads}
        2    0.000    0.000    0.000    0.000 values.py:920(_to_list)
        8    0.000    0.000    0.000    0.000 abstract.py:104(mangling_args)
       57    0.000    0.000    0.000    0.000 old_models.py:245(from_data)
        7    0.000    0.000    0.000    0.000 lowering.py:141(post_lower)
        5    0.000    0.000    0.000    0.000 ir.py:1360(insert_before_terminator)
        7    0.000    0.000    0.000    0.000 cpu_options.py:180(encode)
       34    0.000    0.000    0.000    0.000 old_models.py:448(get_value_type)
       52    0.000    0.000    0.000    0.000 instructions.py:326(lhs)
       13    0.000    0.000    0.000    0.000 containers.py:223(types)
        7    0.000    0.000    0.000    0.000 coverage_support.py:37(get_registered_loc_notify)
        7    0.000    0.000    0.000    0.000 controlflow.py:466(<dictcomp>)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:27(CMath_predicate)
       52    0.000    0.000    0.000    0.000 instructions.py:330(rhs)
        4    0.000    0.000    0.000    0.000 ir.py:633(__repr__)
        7    0.000    0.000    0.000    0.000 __init__.py:788(__new__)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:98(Math_predicate)
       33    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 values.py:489(<listcomp>)
       41    0.000    0.000    0.000    0.000 typeinfer.py:682(get_call_signature)
       19    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        3    0.000    0.000    0.000    0.000 removerefctpass.py:18(visit_Call)
       22    0.000    0.000    0.000    0.000 base.py:806(get_dummy_type)
       28    0.000    0.000    0.000    0.000 typeinfer.py:993(_mangle_arg_name)
        1    0.000    0.000    0.000    0.000 old_hashing.py:412(_Py_HashSecret_t)
       13    0.000    0.000    0.000    0.000 old_models.py:45(get_data_type)
       12    0.000    0.000    0.000    0.000 extending.py:298(StructAttribute)
        1    0.000    0.000    0.000    0.000 old_models.py:541(<listcomp>)
        4    0.000    0.000    0.000    0.000 pythonapi.py:1339(get_null_object)
        1    0.000    0.000    0.000    0.000 old_models.py:364(__init__)
        5    0.000    0.000    0.000    0.000 context.py:30(__init__)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
       41    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
        2    0.000    0.000    0.000    0.000 module.py:122(<listcomp>)
        2    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
       35    0.000    0.000    0.000    0.000 lowering.py:149(pre_block)
        6    0.000    0.000    0.000    0.000 mathimpl.py:126(unary_math_intr)
        2    0.000    0.000    0.000    0.000 typing.py:306(_deduplicate)
       13    0.000    0.000    0.000    0.000 base.py:290(get_env_name)
       40    0.000    0.000    0.000    0.000 controlflow.py:701(<genexpr>)
        1    0.000    0.000    0.000    0.000 typeddict.py:82(Dict)
        4    0.000    0.000    0.000    0.000 getlimits.py:493(__new__)
        7    0.000    0.000    0.000    0.000 context.py:107(__init__)
       12    0.000    0.000    0.000    0.000 cpu_options.py:147(is_never_inline)
       60    0.000    0.000    0.000    0.000 old_models.py:239(as_argument)
        1    0.000    0.000    0.000    0.000 __init__.py:480(_all)
       19    0.000    0.000    0.000    0.000 __init__.py:924(__init__)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:80(Math_hypot)
       22    0.000    0.000    0.000    0.000 types.py:372(__new__)
       17    0.000    0.000    0.000    0.000 imputils.py:332(outer)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:114(Math_pow)
      2/1    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
        3    0.000    0.000    0.000    0.000 templates.py:1073(_resolve)
        1    0.000    0.000    0.000    0.000 byteflow.py:490(op_LOAD_DEREF)
        7    0.000    0.000    0.000    0.000 utils.py:357(__iter__)
       20    0.000    0.000    0.000    0.000 common.py:32(yield_type)
       14    0.000    0.000    0.000    0.000 base.py:74(<lambda>)
        1    0.000    0.000    0.000    0.000 instructions.py:815(descr)
        1    0.000    0.000    0.000    0.000 registry.py:46(do_register)
       38    0.000    0.000    0.000    0.000 {built-in method io.text_encoding}
        2    0.000    0.000    0.000    0.000 typing.py:1552(__mro_entries__)
       35    0.000    0.000    0.000    0.000 context.py:27(_dispose)
       21    0.000    0.000    0.000    0.000 containers.py:220(__len__)
        2    0.000    0.000    0.000    0.000 npytypes.py:629(__init__)
        6    0.000    0.000    0.000    0.000 inspect.py:2784(__eq__)
        4    0.000    0.000    0.000    0.000 npytypes.py:463(mangling_args)
       14    0.000    0.000    0.000    0.000 ir.py:264(__init__)
        7    0.000    0.000    0.000    0.000 cpu_options.py:53(__bool__)
        6    0.000    0.000    0.000    0.000 byteflow.py:295(_guard_with_as)
       21    0.000    0.000    0.000    0.000 bytecode.py:290(<genexpr>)
        8    0.000    0.000    0.000    0.000 codegen.py:1053(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:2609(overload)
       41    0.000    0.000    0.000    0.000 values.py:342(bitcast)
       36    0.000    0.000    0.000    0.000 containers.py:294(<lambda>)
       37    0.000    0.000    0.000    0.000 interpreter.py:1479(do_change)
        7    0.000    0.000    0.000    0.000 bytecode.py:32(get_function_object)
       39    0.000    0.000    0.000    0.000 enum.py:239(__init__)
        2    0.000    0.000    0.000    0.000 values.py:895(add)
        2    0.000    0.000    0.000    0.000 numpy_support.py:245(map_layout)
       37    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
        1    0.000    0.000    0.000    0.000 listobject.py:1451(ListIterInstance)
       30    0.000    0.000    0.000    0.000 old_mathimpl.py:108(_unary_int_input_wrapper_impl)
        1    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 types.py:189(intrinsic_name)
       18    0.000    0.000    0.000    0.000 templates.py:1201(bound_function)
       18    0.000    0.000    0.000    0.000 imputils.py:108(lower_constant)
       32    0.000    0.000    0.000    0.000 dispatcher.py:64(normal_handler)
       14    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:965(_find_data_repr_)
        7    0.000    0.000    0.000    0.000 utils.py:415(__len__)
        2    0.000    0.000    0.000    0.000 ssa.py:200(_make_states)
        8    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        6    0.000    0.000    0.000    0.000 _parser.py:261(get)
       19    0.000    0.000    0.000    0.000 dis.py:420(_is_backward_jump)
        1    0.000    0.000    0.000    0.000 ir.py:1066(__init__)
        7    0.000    0.000    0.000    0.000 context.py:665(keyfunc)
        3    0.000    0.000    0.000    0.000 analysis.py:546(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:910(_search_paths)
        3    0.000    0.000    0.000    0.000 npyimpl.py:758(register_unary_operator_kernel)
        3    0.000    0.000    0.000    0.000 rangeobj.py:97(RangeIter)
        3    0.000    0.000    0.000    0.000 __init__.py:228(_acquireLock)
       14    0.000    0.000    0.000    0.000 callconv.py:380(build_excinfo_struct)
       29    0.000    0.000    0.000    0.000 mathimpl.py:107(_unary_int_input_wrapper_impl)
       21    0.000    0.000    0.000    0.000 analysis.py:491(<listcomp>)
        9    0.000    0.000    0.000    0.000 typeinfer.py:222(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        5    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        2    0.000    0.000    0.000    0.000 old_builtins.py:468(bool_none)
        7    0.000    0.000    0.000    0.000 inline_closurecall.py:132(<listcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:126(_LAPACK)
        2    0.000    0.000    0.000    0.000 typing.py:1981(_caller)
        1    0.000    0.000    0.000    0.000 ir.py:408(inplace_binop)
       33    0.000    0.000    0.000    0.000 byteflow.py:1816(instructions)
       14    0.000    0.000    0.000    0.000 typeinfer.py:200(__init__)
        5    0.000    0.000    0.000    0.000 codegen.py:1090(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 npydecl.py:469(parse_dtype)
       10    0.000    0.000    0.000    0.000 types.py:601(__len__)
        7    0.000    0.000    0.000    0.000 typeinfer.py:896(set_context)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 arrayobj.py:662(EntireIndexer)
       16    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        7    0.000    0.000    0.000    0.000 config.py:158(validate)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:359(<listcomp>)
        1    0.000    0.000    0.000    0.000 ir.py:488(exhaust_iter)
        6    0.000    0.000    0.000    0.000 funcdesc.py:108(llvm_func_name)
       33    0.000    0.000    0.000    0.000 byteflow.py:1833(outgoing_phis)
        9    0.000    0.000    0.000    0.000 old_numbers.py:1217(bool_as_bool)
       33    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       39    0.000    0.000    0.000    0.000 enum.py:1151(__init__)
        7    0.000    0.000    0.000    0.000 dis.py:395(_parse_varint)
        2    0.000    0.000    0.000    0.000 typing.py:1310(__getattr__)
        3    0.000    0.000    0.000    0.000 old_models.py:191(get_return_type)
        5    0.000    0.000    0.000    0.000 imputils.py:260(__init__)
        1    0.000    0.000    0.000    0.000 pythonapi.py:204(get_env_manager)
       14    0.000    0.000    0.000    0.000 __init__.py:892(__bool__)
        1    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        2    0.000    0.000    0.000    0.000 functools.py:966(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:223(push)
        7    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
       33    0.000    0.000    0.000    0.000 old_models.py:248(from_argument)
        5    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
        4    0.000    0.000    0.000    0.000 types.py:302(_to_string)
        3    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
       27    0.000    0.000    0.000    0.000 old_models.py:347(has_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 pythonapi.py:117(add_const)
        1    0.000    0.000    0.000    0.000 base.py:309(ClassBuilder)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       19    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x000002855C13C540}
       93    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 zipfile.py:1892(__del__)
       29    0.000    0.000    0.000    0.000 old_models.py:236(as_data)
        1    0.000    0.000    0.000    0.000 linalg.py:85(_BLAS)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
        2    0.000    0.000    0.000    0.000 typing.py:2443(get_origin)
        5    0.000    0.000    0.000    0.000 types.py:325(intrinsic_name)
       20    0.000    0.000    0.000    0.000 context.py:147(init)
       21    0.000    0.000    0.000    0.000 controlflow.py:286(dead_nodes)
        7    0.000    0.000    0.000    0.000 compiler.py:329(__init__)
       16    0.000    0.000    0.000    0.000 codegen.py:553(name)
        8    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:240(__next)
       34    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
       16    0.000    0.000    0.000    0.000 interpreter.py:1778(code_consts)
       33    0.000    0.000    0.000    0.000 byteflow.py:1842(blockstack_initial)
        7    0.000    0.000    0.000    0.000 callconv.py:917(__init__)
        5    0.000    0.000    0.000    0.000 byteflow.py:1898(get_tos)
       22    0.000    0.000    0.000    0.000 event.py:286(duration)
        2    0.000    0.000    0.000    0.000 instructions.py:896(descr)
        3    0.000    0.000    0.000    0.000 imputils.py:84(lower_setattr_generic)
        7    0.000    0.000    0.000    0.000 nrt.py:48(_init_guard)
       18    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        9    0.000    0.000    0.000    0.000 common.py:21(iterator_type)
        4    0.000    0.000    0.000    0.000 cpu_options.py:61(__eq__)
       15    0.000    0.000    0.000    0.000 old_models.py:503(inner_models)
        7    0.000    0.000    0.000    0.000 typeinfer.py:1222(<dictcomp>)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:72(Math_copysign)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:76(InlineClosureCallPass)
       14    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:283(ismodule)
        2    0.000    0.000    0.000    0.000 old_models.py:741(<listcomp>)
        3    0.000    0.000    0.000    0.000 byteflow.py:444(op_POP_TOP)
        7    0.000    0.000    0.000    0.000 typeinfer.py:141(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        1    0.000    0.000    0.000    0.000 _parser.py:453(_uniq)
        2    0.000    0.000    0.000    0.000 ir.py:623(__init__)
        6    0.000    0.000    0.000    0.000 containers.py:239(mangling_args)
        2    0.000    0.000    0.000    0.000 ir.py:1078(__str__)
        6    0.000    0.000    0.000    0.000 typeinfer.py:696(__init__)
        2    0.000    0.000    0.000    0.000 ssa.py:140(_get_scope)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:42(<listcomp>)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:145(Math_ldexp)
        7    0.000    0.000    0.000    0.000 ssa.py:37(__init__)
       10    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        7    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        2    0.000    0.000    0.000    0.000 typing.py:1591(<genexpr>)
        1    0.000    0.000    0.000    0.000 serialize.py:180(disable_pickling)
       26    0.000    0.000    0.000    0.000 ssa.py:316(on_other)
        1    0.000    0.000    0.000    0.000 old_mathdecl.py:90(Math_nextafter)
       14    0.000    0.000    0.000    0.000 imputils.py:443(impl_ret_untracked)
        2    0.000    0.000    0.000    0.000 transforms.py:298(new_block_id)
        7    0.000    0.000    0.000    0.000 compiler_machinery.py:35(__init__)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:328(check)
        7    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       11    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        4    0.000    0.000    0.000    0.000 old_scalars.py:148(__lt__)
        1    0.000    0.000    0.000    0.000 __init__.py:754(__init__)
        6    0.000    0.000    0.000    0.000 containers.py:278(__len__)
       14    0.000    0.000    0.000    0.000 interpreter.py:1786(code_names)
        1    0.000    0.000    0.000    0.000 callwrapper.py:212(_simplified_return_type)
       20    0.000    0.000    0.000    0.000 errors.py:223(highlight)
       14    0.000    0.000    0.000    0.000 ir.py:1051(infer_constant)
        8    0.000    0.000    0.000    0.000 old_models.py:451(get_data_type)
        7    0.000    0.000    0.000    0.000 byteflow.py:2129(__init__)
        1    0.000    0.000    0.000    0.000 old_cmathdecl.py:44(<listcomp>)
       20    0.000    0.000    0.000    0.000 errors.py:211(code)
        5    0.000    0.000    0.000    0.000 controlflow.py:704(<lambda>)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:302(InlineWorker)
       19    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 imputils.py:158(_decorate_setattr)
       12    0.000    0.000    0.000    0.000 controlflow.py:170(immediate_dominators)
        5    0.000    0.000    0.000    0.000 base.py:191(enable_boundscheck)
        7    0.000    0.000    0.000    0.000 parfor.py:747(has_setup)
        1    0.000    0.000    0.000    0.000 npyimpl.py:162(_ArrayGUHelper)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:262(__subclasshook__)
        4    0.000    0.000    0.000    0.000 typing.py:1851(<genexpr>)
       20    0.000    0.000    0.000    0.000 errors.py:220(indicate)
        2    0.000    0.000    0.000    0.000 old_scalars.py:56(maxval)
        2    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 byteflow.py:2075(pop_kw_names)
        1    0.000    0.000    0.000    0.000 listobj.py:411(ListIterInstance)
        1    0.000    0.000    0.000    0.000 setobj.py:1168(SetIterInstance)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:84(intrinsic_complex_unary)
        7    0.000    0.000    0.000    0.000 transforms.py:750(consolidate_multi_exit_withs)
       16    0.000    0.000    0.000    0.000 typeinfer.py:1760(propagate_finished)
        5    0.000    0.000    0.000    0.000 typeinfer.py:408(__init__)
        2    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        5    0.000    0.000    0.000    0.000 {built-in method _operator.not_}
        1    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 typing.py:966(__init__)
        7    0.000    0.000    0.000    0.000 old_models.py:718(inner_models)
       20    0.000    0.000    0.000    0.000 old_models.py:350(get_nrt_meminfo)
       18    0.000    0.000    0.000    0.000 functools.py:724(<listcomp>)
        3    0.000    0.000    0.000    0.000 _parser.py:293(tell)
       20    0.000    0.000    0.000    0.000 errors.py:217(filename)
        5    0.000    0.000    0.000    0.000 old_models.py:188(get_data_type)
       12    0.000    0.000    0.000    0.000 debuginfo.py:66(mark_variable)
        5    0.000    0.000    0.000    0.000 funcdesc.py:126(llvm_cfunc_wrapper_name)
        7    0.000    0.000    0.000    0.000 codegen.py:542(recorded_timings)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        7    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
       12    0.000    0.000    0.000    0.000 typing.py:1381(<genexpr>)
        2    0.000    0.000    0.000    0.000 removerefctpass.py:15(__init__)
        7    0.000    0.000    0.000    0.000 byteflow.py:2199(graph)
        1    0.000    0.000    0.000    0.000 byteflow.py:484(op_COPY_FREE_VARS)
        1    0.000    0.000    0.000    0.000 arrayobj.py:804(BooleanArrayIndexer)
        7    0.000    0.000    0.000    0.000 inline_closurecall.py:813(_debug_dump)
        4    0.000    0.000    0.000    0.000 typing.py:1844(<genexpr>)
        6    0.000    0.000    0.000    0.000 old_models.py:185(get_value_type)
       16    0.000    0.000    0.000    0.000 typeinfer.py:1757(propagate_started)
        1    0.000    0.000    0.000    0.000 npyimpl.py:53(_ScalarHelper)
        4    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        4    0.000    0.000    0.000    0.000 typing.py:1388(__eq__)
        3    0.000    0.000    0.000    0.000 __init__.py:237(_releaseLock)
        4    0.000    0.000    0.000    0.000 templates.py:602(<listcomp>)
        1    0.000    0.000    0.000    0.000 registry.py:39(register)
        2    0.000    0.000    0.000    0.000 byteflow.py:1219(op_KW_NAMES)
        1    0.000    0.000    0.000    0.000 callwrapper.py:92(__init__)
        1    0.000    0.000    0.000    0.000 arrayobj.py:612(Indexer)
        5    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 old_scalars.py:66(minval)
        7    0.000    0.000    0.000    0.000 debuginfo.py:63(__init__)
        7    0.000    0.000    0.000    0.000 transforms.py:597(<listcomp>)
        4    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
        5    0.000    0.000    0.000    0.000 typeinfer.py:426(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:792(__init__)
        4    0.000    0.000    0.000    0.000 old_arraymath.py:1064(nan_min_max_factory)
        1    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        8    0.000    0.000    0.000    0.000 values.py:867(_expand)
        1    0.000    0.000    0.000    0.000 pythonapi.py:110(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:119(_compute_phi_locations)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:204(FFIAttribute)
        4    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
        2    0.000    0.000    0.000    0.000 typing.py:2076(<genexpr>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
       10    0.000    0.000    0.000    0.000 common.py:76(as_array)
        5    0.000    0.000    0.000    0.000 dispatcher.py:121(_get_implementation)
        7    0.000    0.000    0.000    0.000 transforms.py:617(<listcomp>)
        2    0.000    0.000    0.000    0.000 typeinfer.py:443(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:594(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 __init__.py:757(path)
        1    0.000    0.000    0.000    0.000 arrayobj.py:954(FancyIndexer)
